MCT_YM,MCT_NM,ADDR
숙성도 함덕점_20211216,숙성도 함덕점,제주 제주시 조천읍 함덕리 산 14-13번지 2층 202호
숙성도F&B_20210308,숙성도F&B,제주 제주시 연동 262-45번지 2호 3층
숙성도애월점_20220803,숙성도애월점,제주 제주시 애월읍 애월리 2527-4번지
숙성도중문_20210225,숙성도중문,제주 서귀포시 색달동 2123번지 2층
숙성돈가_20211014,숙성돈가,제주 서귀포시 중문동 2451번지 1층
숙자네숟가락젓가락_20200625,숙자네숟가락젓가락,제주 제주시 구좌읍 평대리 3346-11번지 구좌읍
순대이야기_20120406,순대이야기,제주 서귀포시 동홍동 1189번지
순덕이네해산물장터_20060411,순덕이네해산물장터,제주 서귀포시 성산읍 온평리 707-2번지
순두부엔짬봉_20151211,순두부엔짬봉,제주 제주시 외도일동 569-2번지
순두부엔짬뽕_20181010,순두부엔짬뽕,제주 서귀포시 서호동 824-6번지 1층
순수한둠비연동점_20200707,순수한둠비연동점,제주 제주시 노형동 939-4번지 영보아파트 502호
순심이네한우흑돼지_20220901,순심이네한우흑돼지,제주 서귀포시 안덕면 화순리 1046-2번지 1층
순정감자_20131204,순정감자,제주 제주시 이도이동 1767-19번지
순창_20190711,순창,제주 제주시 연동 261-56번지 연동
순천미향제주산방산본점_20200605,순천미향제주산방산본점,제주 서귀포시 안덕면 사계리 163-6번지
순풍해장국이도점_20170424,순풍해장국이도점,제주 제주시 이도이동 1981-9번지
순희뽀글이_20130103,순희뽀글이,제주 제주시 오라일동 2446-9번지
숨비나리_20170411,숨비나리,제주 서귀포시 안덕면 상창리 2090-1번지
숨비소리_20140625,숨비소리,제주 제주시 도두이동 1662-9번지
숯불에닭_20211014,숯불에닭,제주 서귀포시 중문동 2095-1번지 1층
숯불에닭서귀포동홍점_20221004,숯불에닭서귀포동홍점,제주 서귀포시 동홍동 423-5번지
쉐프의스시이야기_20130107,쉐프의스시이야기,제주 제주시 연동 261-9번지
쉬멍해장국중문점_20070103,쉬멍해장국중문점,제주 서귀포시 색달동 2505번지
쉼표_20130725,쉼표,제주 제주시 한림읍 협재리 1732번지
슈에뜨펍_20200602,슈에뜨펍,제주 제주시 이도이동 1768-13번지 3층
스모크하우스인구억_20201117,스모크하우스인구억,제주 서귀포시 대정읍 보성리 465-15번지
스모프치킨 고산점_20180207,스모프치킨 고산점,제주 제주시 한경면 고산리 2226번지 1층
스시나미_20140702,스시나미,제주 제주시 아라이동 3003-10번지 지하 1층
스시도모다찌_20150126,스시도모다찌,제주 제주시 이도이동 1772-3번지 2층
스시도모다찌칠성점_20181228,스시도모다찌칠성점,제주 제주시 일도일동 1465-4번지 1층
스시마타네_20211006,스시마타네,제주 제주시 애월읍 유수암리 3231번지 2층
스시망고_20220103,스시망고,제주 서귀포시 회수동 440-5번지
스시성_20130605,스시성,제주 제주시 노형동 725번지
스시애월_20170216,스시애월,제주 제주시 애월읍 장전리 1179-1번지 1동 1층
스시우다_20151207,스시우다,제주 제주시 용담삼동 521-2번지 1층
스시제주_20220330,스시제주,제주 제주시 노형동 923-3번지 2층
스시테이카이센동_20210311,스시테이카이센동,제주 제주시 도남동 278-2번지 2동 1층
스시한점오마카세_20150916,스시한점오마카세,제주 제주시 조천읍 함덕리 1252-42번지
스카이마트_20220117,스카이마트,제주 제주시 도평동 135번지
스크루지펍2_20220126,스크루지펍2,제주 제주시 연동 1501-9번지
스타월드푸드_20210129,스타월드푸드,제주 서귀포시 안덕면 서광리 산 39번지
스테이위드커피 주식회사_20200706,스테이위드커피 주식회사,제주 서귀포시 안덕면 사계리 2147-1번지 2층
슬로보트_20200608,슬로보트,제주 제주시 애월읍 하귀1리 330번지 1층
슬이네찌개마을_20150828,슬이네찌개마을,제주 제주시 외도일동 548-9번지 1층
승쁨당_20200610,승쁨당,제주 제주시 일도이동 57-13번지 1층
승하네_20210308,승하네,제주 제주시 한림읍 상대리 2812-4번지 1층
시골길_20090105,시골길,제주 제주시 연동 292-36번지
시골길이도점_20220308,시골길이도점,제주 제주시 이도이동 1078-15번지 1층
시골못난이투_20200720,시골못난이투,제주 제주시 연동 283-52번지 1층
시골밥상_20061002,시골밥상,제주 서귀포시 성산읍 고성리 1184-4번지
시골친구_20160714,시골친구,제주 서귀포시 표선면 가시리 987-6번지
시드니양갈비_20210511,시드니양갈비,제주 제주시 노형동 3790번지 2층
시로코_20191220,시로코,제주 제주시 용담삼동 1006번지 1층
시월_20180626,시월,제주 제주시 이도이동 1989-9번지 1층
시쟈덕_20201111,시쟈덕,제주 제주시 연동 262-48번지 1층
시즈닝제주협재점_20210809,시즈닝제주협재점,제주 제주시 한림읍 협재리 2514-4번지 1층
시청골목집_20141119,시청골목집,제주 제주시 이도이동 1186-22번지
식당교래_20180427,식당교래,제주 제주시 조천읍 교래리 481-3번지 1층
식당마요네즈_20190821,식당마요네즈,제주 제주시 노형동 1068-7번지 1층
식사준비 제주노형점_20210916,식사준비 제주노형점,제주 제주시 노형동 2613-1번지 1동 102호
신대장군집_20201209,신대장군집,제주 제주시 연동 272-30번지 1층
신도어촌계식당_20151109,신도어촌계식당,제주 서귀포시 대정읍 신도리 3076-1번지
신동성식당_20050811,신동성식당,제주 서귀포시 토평동 1290번지
신마라본색_20220106,신마라본색,제주 제주시 노형동 721-2번지
신마포갈매기신제주점_20160713,신마포갈매기신제주점,제주 제주시 연동 262-72번지
신마포갈매기제주일도점_20170303,신마포갈매기제주일도점,제주 제주시 일도이동 377-23번지 일도이동
신미네_20150326,신미네,제주 서귀포시 동홍동 65-12번지
신미식당_20120629,신미식당,제주 서귀포시 표선면 표선리 571-1번지 신미식당
신미영이네_20091218,신미영이네,제주 서귀포시 대정읍 하모리 770-29번지
신사사일_20100517,신사사일,제주 제주시 이도이동 1771-20번지
신산명성식당_19990904,신산명성식당,제주 제주시 일도이동 167-1번지
신설오름_20010903,신설오름,제주 제주시 일도이동 409-5번지
신엄해녀의집_20210318,신엄해녀의집,제주 제주시 애월읍 신엄리 989-5번지 애월읍
신옛촌 제주점_20170908,신옛촌 제주점,제주 제주시 이호이동 1099-2번지 1층
신옛촌_20030818,신옛촌,제주 서귀포시 안덕면 사계리 863-7번지
신왕_20191230,신왕,제주 서귀포시 성산읍 고성리 205-6번지 1층
신용숯불갈비_20070110,신용숯불갈비,제주 서귀포시 동홍동 385번지
신우가촌_20090223,신우가촌,제주 서귀포시 서호동 125번지
신우성흑돼지_20100503,신우성흑돼지,제주 서귀포시 색달동 2822-2번지
신의한모_20150909,신의한모,제주 제주시 애월읍 하귀1리 1620-5번지 외4필지
신제주보말칼국수제주본점_20161108,신제주보말칼국수제주본점,제주 제주시 연동 322-28번지
신제주보쌈_20200103,신제주보쌈,제주 제주시 노형동 2587-1번지 1층
신제주빠빠라기_20110215,신제주빠빠라기,제주 제주시 연동 272-19번지
신제주신신불닭발연동_20150528,신제주신신불닭발연동,제주 제주시 연동 283-6번지
신주양꼬치제주점_20160106,신주양꼬치제주점,제주 제주시 연동 273-39번지
신촌불닭발_20160923,신촌불닭발,제주 제주시 노형동 938-7번지
신촌올레숯불갈비_20220407,신촌올레숯불갈비,제주 제주시 조천읍 신촌리 1777-1번지 1층
신춘반점_20220411,신춘반점,제주 제주시 화북일동 1966-9번지 1층
신토불이수산_20030520,신토불이수산,제주 제주시 노형동 2514-6번지 1동 2층
신해바라기_20160328,신해바라기,제주 제주시 일도일동 1342-4번지
신해바라기한라대점_20170718,신해바라기한라대점,제주 제주시 노형동 742-8번지 1층
신해조_20210625,신해조,제주 제주시 건입동 1325번지
신현대식당_20010109,신현대식당,제주 제주시 건입동 1319-19번지
심심포차_20211008,심심포차,제주 제주시 이도이동 1136-15번지 1층
싱푸미엔관_20200225,싱푸미엔관,제주 제주시 이도이동 2042-2번지 1층
쌍둥이횟집본점_20030618,쌍둥이횟집본점,제주 서귀포시 서귀동 496-18번지
쌍팔련도_20200925,쌍팔련도,제주 제주시 일도이동 68-1번지 1층
써브웨이 제주공항점_20220818,써브웨이 제주공항점,제주 제주시 용담이동 1731-1번지 1층 써브웨이 제주공항점
써브웨이 제주대점_20190208,써브웨이 제주대점,제주 제주시 아라이동 34-13번지 2층
써브웨이제주시청점_20180814,써브웨이제주시청점,제주 제주시 이도이동 1010번지 1호 ~2층
썬더치킨 제주지사(베라체점)_20160328,썬더치킨 제주지사(베라체점),제주 제주시 이도이동 1957-10번지
쏭타이_20210805,쏭타이,제주 서귀포시 색달동 2822-2번지 신우성타운 다동 2층
씨제이푸드빌(주) 빕스 제주점_20220907,씨제이푸드빌(주) 빕스 제주점,제주 제주시 연동 280-1번지 9층
아구식당_20201019,아구식당,제주 제주시 삼양이동 2132-1번지 1층
아궁이연탄집_20100701,아궁이연탄집,제주 제주시 삼도일동 583-1번지
아늑월정함덕점_20221223,아늑월정함덕점,제주 제주시 구좌읍 월정리 5-1번지 1층
아니따_20210913,아니따,제주 제주시 한림읍 금악리 2124-4번지
아뜰리에안_20220831,아뜰리에안,제주 서귀포시 법환동 1541번지
아라돈사촌_20130311,아라돈사촌,제주 제주시 아라이동 1492-6번지
아라동감자탕_20140624,아라동감자탕,제주 제주시 아라일동 6139-8번지
아르츠제주 주식회사_20170914,아르츠제주 주식회사,제주 제주시 구좌읍 종달리 659번지 카동 1층
아리_20171115,아리,제주 서귀포시 강정동 208-2번지 105호
아베베베이커리_20191205,아베베베이커리,제주 제주시 일도일동 1136-2번지
아살람_20200106,아살람,제주 제주시 삼도이동 1-2번지 1층
아서원_20120807,아서원,제주 서귀포시 하효동 629-2번지
아서원_20170222,아서원,제주 제주시 삼도일동 804-5번지 1층
아솥(Asot)_20211104,아솥(Asot),제주 서귀포시 동홍동 1910-1번지
아싸살아있네_20190409,아싸살아있네,제주 제주시 연동 283-62번지 1층
아싸회_20170905,아싸회,제주 제주시 연동 283-17번지 1층
아연581_20210405,아연581,제주 제주시 아라일동 2304-1번지 1층
아이스크림상회(베라체점)_20181106,아이스크림상회(베라체점),제주 제주시 이도이동 1955-3번지 103호
아일랜드스톤_20080829,아일랜드스톤,제주 제주시 이도이동 1768-29번지
아주반점_19990402,아주반점,제주 제주시 일도일동 1475-1번지
아주좋아_20140213,아주좋아,제주 제주시 연동 283-60번지
아침바다_20120706,아침바다,제주 제주시 노형동 2526-3번지 노형지산위더스빌 103호
아카이브_20211216,아카이브,제주 제주시 조천읍 와산리 67-4번지 1층
아쿠아플라넷 제주_20210429,아쿠아플라넷 제주,제주 서귀포시 성산읍 고성리 127-3번지
아키토리6126_20220602,아키토리6126,제주 제주시 일도이동 361-25번지 이룸해피안아파트 1층 102호
안거리밖거리_20100630,안거리밖거리,제주 서귀포시 서귀동 584-3번지
안녕협재씨 제주협재점_20191213,안녕협재씨 제주협재점,제주 제주시 한림읍 협재리 1450-1번지
안다미로늘봄_20210729,안다미로늘봄,제주 제주시 이도이동 2015-18번지 1층
안도르_20210609,안도르,제주 제주시 구좌읍 송당리 2142번지 1층
안동본가국밥_20141106,안동본가국밥,제주 서귀포시 강정동 235-1번지
안뜨레제주집_20131205,안뜨레제주집,제주 서귀포시 법환동 736-3번지
안뜨르_20201120,안뜨르,제주 서귀포시 법환동 460번지 1층
안세미가든_20211123,안세미가든,제주 제주시 봉개동 409-15번지
안주_20211117,안주,제주 서귀포시 안덕면 서광리 산 24번지 (신화월드 에프004)
알동네집_20190320,알동네집,제주 서귀포시 안덕면 화순리 1394번지 1층
알엔알_20210224,알엔알,제주 제주시 한림읍 협재리 1688-1번지 1층
알콜달콜_20160323,알콜달콜,제주 제주시 노형동 909-4번지
앙끄레국수_20151019,앙끄레국수,제주 서귀포시 법환동 876-1번지
앙뚜아네트_20221215,앙뚜아네트,제주 제주시 용담삼동 503-5번지 1층
앞돈지_20181012,앞돈지,제주 제주시 건입동 1370번지
앞뱅디_20090619,앞뱅디,제주 제주시 연동 324-1번지
애월 갈치 암행어사_20210917,애월 갈치 암행어사,제주 제주시 애월읍 애월리 1819-35번지
애월갈치바다_20230111,애월갈치바다,제주 제주시 애월읍 애월리 2464-2번지 1층
애월당공항점_20201117,애월당공항점,제주 제주시 도두이동 87-6번지 1층
애월더선셋_20151007,애월더선셋,제주 제주시 애월읍 곽지리 1381번지 A동 지하1층
애월리순메밀막국수_20110429,애월리순메밀막국수,제주 제주시 애월읍 애월리 2052번지 1동 2층
애월리에_20120502,애월리에,제주 제주시 애월읍 구엄리 912-2번지
애월문개항아리(주)_20220915,애월문개항아리(주),제주 제주시 애월읍 하귀2리 2701-1번지
애월삼육공_20220525,애월삼육공,제주 제주시 애월읍 신엄리 920번지 1층
애월연어_20210106,애월연어,제주 제주시 애월읍 유수암리 2709-1번지 1층
애월연월_20191021,애월연월,제주 제주시 애월읍 하가리 1335-5번지 1층
애월온기_20200312,애월온기,제주 제주시 애월읍 애월리 2467번지
애월은혜전복_20161006,애월은혜전복,제주 제주시 애월읍 애월리 2528번지 1층
애월짬뽕_20220603,애월짬뽕,제주 제주시 애월읍 유수암리 1060-6번지 1층
애월찜_20160406,애월찜,제주 제주시 애월읍 신엄리 2807-6번지 1층
애월할망네_20171012,애월할망네,제주 제주시 애월읍 상가리 1976-12번지 애월
애월항포구횟집_20220127,애월항포구횟집,제주 제주시 애월읍 애월리 1772-6번지 2층
앤트러사이트_20150323,앤트러사이트,제주 제주시 한림읍 동명리 1715번지
앳테이블_20220321,앳테이블,제주 서귀포시 안덕면 서광리 1418-1번지 101호
야끼니꾸풍하_20201028,야끼니꾸풍하,제주 제주시 노형동 3791번지 102호
야래향_20081029,야래향,제주 서귀포시 서호동 1459-2번지 1층
야시장 맛통령_20191106,야시장 맛통령,제주 제주시 이도일동 1434번지 1층
야시장 이동식판매대(18호)_20210604,야시장 이동식판매대(18호),제주 제주시 이도일동 1329-6번지
야시장이동식판매대 (12호)_20180327,야시장이동식판매대 (12호),제주 제주시 이도일동 1329-6번지
야시장이동식판매대28호_20180314,야시장이동식판매대28호,제주 제주시 이도일동 1329-6번지 28호
야키토리 타키비_20190717,야키토리 타키비,제주 서귀포시 중문동 2096-1번지 1층 101호
야해_20210617,야해,제주 제주시 노형동 3780-3번지 1층
약산흑염소가든_20210701,약산흑염소가든,제주 제주시 이호이동 114-3번지 2층
약촌삼계탕_20071113,약촌삼계탕,제주 서귀포시 토평동 1300번지
얌샘김밥 제주노형점_20200824,얌샘김밥 제주노형점,제주 제주시 노형동 2581-3번지 1층 104호
얌얌_20110408,얌얌,제주 제주시 구좌읍 세화리 1419-8번지 외1필지
양가네_20220302,양가네,제주 서귀포시 안덕면 동광리 996-13번지
양가형제_20160129,양가형제,제주 제주시 한경면 청수리 746-8번지 1층
양대감_20220523,양대감,제주 제주시 노형동 939-4번지 영보아파트 101호 102호
양철북곱창_20191112,양철북곱창,제주 제주시 이도이동 1062-3번지 하늘그린5차아파트 1층 101호
양푼속닭한마리_20140319,양푼속닭한마리,제주 제주시 연동 273-30번지
양혜란식당_20190715,양혜란식당,제주 서귀포시 서호동 1550-8번지 1층
어가_20160302,어가,제주 제주시 노형동 699-5번지 상가동 지하2층
어기여차 월광점_20190731,어기여차 월광점,제주 제주시 노형동 2836-2번지
어니스트밀크 본점_20200401,어니스트밀크 본점,제주 서귀포시 성산읍 수산리 1490번지 어니스트밀크
어디가코 연동점_20210617,어디가코 연동점,제주 제주시 연동 272-53번지 어디가코 연동점
어린왕자감귤밭_20220906,어린왕자감귤밭,제주 서귀포시 대정읍 안성리 1701번지
어매흑돼지_20030507,어매흑돼지,제주 제주시 연동 256-9번지 1층
어머니빵집_20101102,어머니빵집,제주 제주시 연동 2325-7번지 연동한일씨티파크 1층 106호
어머니와 고등어_20130611,어머니와 고등어,제주 제주시 도두일동 1705-2번지 1층
어머니와 장독대 서귀포점_20140703,어머니와 장독대 서귀포점,제주 서귀포시 서홍동 442-19번지 1층 수목빌딩
어멍뚝배기_20171207,어멍뚝배기,제주 서귀포시 서귀동 768번지
어물전_20220630,어물전,제주 서귀포시 성산읍 고성리 490-23번지 1층
어박사 저지점_20221216,어박사 저지점,제주 제주시 한경면 저지리 1715-16번지 1층
어박사_20180502,어박사,제주 제주시 한림읍 동명리 1715번지
어반 르토아_20220209,어반 르토아,제주 제주시 이도이동 1979-4번지 1층
어사촌도야지_20040624,어사촌도야지,제주 제주시 애월읍 어음리 2473-4번지
어상_20160107,어상,제주 제주시 노형동 2588-1번지
어신_20131118,어신,제주 제주시 연동 282-49번지
어업회사법인 제주수협유통 주식회사 제주바다만찬 씨_20220602,어업회사법인 제주수협유통 주식회사 제주바다만찬 씨,제주 제주시 오라이동 2155-1번지 4층
어우늘_20210225,어우늘,제주 제주시 오라이동 3103-1번지
어장군_20050506,어장군,제주 제주시 연동 301-7번지 현일센츄럴파크뷰아파트 101호
어조횟집_20170626,어조횟집,제주 서귀포시 성산읍 성산리 388-3번지 성산읍
언더라운지함덕점_20210708,언더라운지함덕점,제주 제주시 조천읍 함덕리 산 14-13번지 5층 501호
얼큰시원콩나물국밥_20220126,얼큰시원콩나물국밥,제주 제주시 화북이동 827-1번지 재이엔헬스센터 1층
엄마순대국_20210622,엄마순대국,제주 제주시 연동 310-14번지 1층 1호
엄블랑_20170802,엄블랑,제주 제주시 한경면 고산리 1727번지 한경
엄지흑돼지_20170914,엄지흑돼지,제주 제주시 애월읍 신엄리 1279-13번지
엉덩물횟집_20170111,엉덩물횟집,제주 서귀포시 색달동 2822-2번지
엉또올레차이나타운_20200629,엉또올레차이나타운,제주 서귀포시 강정동 1905-1번지 1층
에그드랍 제주공항점_20220714,에그드랍 제주공항점,제주 제주시 용담이동 2002번지 1층
에오마르(EOMAR)_20200519,에오마르(EOMAR),제주 제주시 삼양일동 1569-26번지
에이바우트 커피 삼화점_20180822,에이바우트 커피 삼화점,제주 제주시 화북일동 1069-1번지 1층
에이바우트제대후문점_20210518,에이바우트제대후문점,제주 제주시 아라일동 368-72번지
에이바우트첨단점_20190312,에이바우트첨단점,제주 제주시 영평동 2169-17번지 1층
에이바우트커피 남녕고점_20220113,에이바우트커피 남녕고점,제주 제주시 노형동 1273-1번지 1층
에이바우트커피 도련점_20170412,에이바우트커피 도련점,제주 제주시 도련일동 1917-4번지 1층
에이바우트커피 신라신성점_20201029,에이바우트커피 신라신성점,제주 제주시 연동 253-5번지 신성오피스텔 1층
에이바우트커피 올레시장점_20210902,에이바우트커피 올레시장점,제주 서귀포시 서귀동 423-9번지 1층
에이바우트커피 인화점_20210511,에이바우트커피 인화점,제주 제주시 일도이동 321-20번지 1층
에이바우트커피 정부종합청사점_20181017,에이바우트커피 정부종합청사점,제주 제주시 도남동 663-10번지 1층 101호
에이바우트커피 조천점_20221011,에이바우트커피 조천점,제주 제주시 조천읍 조천리 2676번지 1층
에이바우트커피 종합경기장점_20190607,에이바우트커피 종합경기장점,제주 제주시 오라일동 2451-6번지 1층
에이바우트커피 중앙여고점_20220525,에이바우트커피 중앙여고점,제주 제주시 이도이동 1986-2번지 1층
에이바우트커피 칠성점_20221018,에이바우트커피 칠성점,제주 제주시 건입동 1406-1번지 1층
에이바우트커피 한라도서관점_20210928,에이바우트커피 한라도서관점,제주 제주시 오라이동 878-1번지 2층
에이바우트커피 화북남문점_20200402,에이바우트커피 화북남문점,제주 제주시 화북일동 3978-2번지 101호
에이바우트커피_20160825,에이바우트커피,제주 제주시 노형동 3813-9번지 1호 2층
에이바우트커피구남점_20191216,에이바우트커피구남점,제주 제주시 아라일동 6035-3번지 1층
에이바우트커피노형점_20191129,에이바우트커피노형점,제주 제주시 노형동 1043-2번지
에이바우트커피베라체점_20170802,에이바우트커피베라체점,제주 제주시 아라이동 3012-13번지 1층
에이바우트커피봉개점_20200526,에이바우트커피봉개점,제주 제주시 봉개동 1886번지 1층
에이바우트커피뷰강정점_20210118,에이바우트커피뷰강정점,제주 서귀포시 강정동 882-1번지
에이바우트커피뷰하귀포구점_20201105,에이바우트커피뷰하귀포구점,"제주 제주시 애월읍 하귀1리 1624-2번지 2,3층"
에이바우트커피삼무공원점_20200602,에이바우트커피삼무공원점,제주 제주시 연동 260-21번지 1층
에이바우트커피서귀포혁신도시점_20180706,에이바우트커피서귀포혁신도시점,제주 서귀포시 서호동 1550-10번지 1층
에이바우트커피시청점_20171129,에이바우트커피시청점,제주 제주시 이도이동 1179-9번지 지하1-3층
에이바우트커피연북로점_20200413,에이바우트커피연북로점,제주 제주시 연동 446번지 1동 에이바우트커피 연북로점
에이바우트커피이편한세상시티점_20200506,에이바우트커피이편한세상시티점,제주 제주시 노형동 934번지
에이바우트커피인제점_20190510,에이바우트커피인제점,제주 제주시 일도이동 409-9번지 101호
에이바우트커피함덕해수욕장점_20200731,에이바우트커피함덕해수욕장점,제주 제주시 조천읍 함덕리 1004-28번지 2층
에이에이_20210506,에이에이,제주 제주시 이도이동 1768-22번지
에이팩토리베이커리카페_20210118,에이팩토리베이커리카페,제주 제주시 삼도이동 1192-17번지 2층
엔제리너스 제주공항T/O_20120926,엔제리너스 제주공항T/O,제주 제주시 용담이동 2002번지 여객청사
엔제리너스 제주공항야외광장점_20221129,엔제리너스 제주공항야외광장점,제주 제주시 용담이동 2002번지 제주국제공항
엔제리너스 제주시청점_20220818,엔제리너스 제주시청점,제주 제주시 이도이동 1018-8번지 3층
엔폴리우드_20211208,엔폴리우드,제주 제주시 조천읍 함덕리 1020-2번지 1층
엘에이치큐스타트하우스_20220106,엘에이치큐스타트하우스,제주 서귀포시 중문동 산 5번지 1층 101호
엘파소_20210804,엘파소,제주 서귀포시 안덕면 화순리 2015-1번지 지하1층 지상1층
여진오메기떡_20151001,여진오메기떡,제주 제주시 이도일동 1333번지 2층
역전할머니맥주 노형점_20221007,역전할머니맥주 노형점,제주 제주시 노형동 722-3번지 노형동
역전할머니맥주 아라점_20200420,역전할머니맥주 아라점,제주 제주시 아라일동 6082-2번지
역전할머니맥주 제주시청점_20220530,역전할머니맥주 제주시청점,제주 제주시 이도이동 1773-26번지 이도이동
역전할머니맥주 제주함덕점_20210202,역전할머니맥주 제주함덕점,제주 제주시 조천읍 함덕리 1268-2번지
역전할머니맥주서귀점_20220510,역전할머니맥주서귀점,제주 서귀포시 서귀동 420-10번지 1층
역전할머니맥주외도점_20220622,역전할머니맥주외도점,제주 제주시 외도일동 548-6번지 외도일동
역전할머니맥주일도점_20190318,역전할머니맥주일도점,제주 제주시 일도이동 416-7번지
역전할머니맥주중문점_20200821,역전할머니맥주중문점,제주 서귀포시 중문동 2028-3번지
역전할머니삼화점_20210311,역전할머니삼화점,제주 제주시 도련일동 1938-1번지
연돈_20191206,연돈,제주 서귀포시 색달동 2156-2번지 1층
연돈가_20220112,연돈가,제주 제주시 애월읍 유수암리 1083번지
연돈볼카츠 제주사수점_20210913,연돈볼카츠 제주사수점,제주 제주시 도두이동 836-8번지 1층
연동기사식당_20090112,연동기사식당,제주 제주시 연동 1395-1번지
연동길_20190404,연동길,제주 제주시 연동 292-94번지 제1호
연동누룽지_20061229,연동누룽지,제주 제주시 연동 1481-5번지
연동대게회타운_20190528,연동대게회타운,제주 제주시 연동 303-34번지 1층
연동마라도_20180309,연동마라도,제주 제주시 연동 262-10번지
연동바다장어_20141001,연동바다장어,제주 제주시 연동 291-6번지
연동신도시식당_20190104,연동신도시식당,제주 제주시 연동 1524번지 1층
연북로 명태명가하귀직영점_20210520,연북로 명태명가하귀직영점,제주 제주시 애월읍 하귀1리 535-1번지
연북로명태명가삼화점_20191218,연북로명태명가삼화점,제주 제주시 도련일동 1972-2번지 2층
연안식당_20200611,연안식당,제주 제주시 연동 411-19번지 1층
연예인반점_20040217,연예인반점,제주 제주시 연동 291-26번지
연우네_20150527,연우네,제주 제주시 노형동 139-2번지
연정_20180816,연정,제주 제주시 연동 256번지 1층
연탄과친한돼지_20090701,연탄과친한돼지,제주 제주시 노형동 944-2번지
연탄석쇠구이_20050926,연탄석쇠구이,제주 제주시 도두일동 2616-9번지
연태만_20200527,연태만,제주 제주시 이도일동 1701-5번지
열정돈_20211115,열정돈,제주 서귀포시 성산읍 오조리 1034-1번지 1층
영건식당_20060929,영건식당,제주 제주시 연동 273-34번지
영덕대게마을_20150305,영덕대게마을,제주 제주시 연동 265-1번지 1층
영미_20200629,영미,제주 제주시 일도일동 1066-26번지
영복갈비_20191231,영복갈비,제주 제주시 외도일동 450-13번지 1층
"영빈횟집,해변의 집 영빈_20160104","영빈횟집,해변의 집 영빈",제주 서귀포시 서귀동 68-6번지
영실국수서귀포중문본점_20210730,영실국수서귀포중문본점,제주 서귀포시 하원동 1335-1번지 1층
영주말가든_20170824,영주말가든,제주 제주시 오라이동 3176번지
영진보말칼국수제주협재점_20210521,영진보말칼국수제주협재점,제주 제주시 한림읍 한림리 1587-2번지 1층
영천횟집_20140204,영천횟집,제주 제주시 건입동 1435-2번지
영평가시나물마을회_20190228,영평가시나물마을회,제주 제주시 영평동 2261번지
영해집_20090713,영해집,제주 서귀포시 대정읍 하모리 923-4번지
예닮국수_20081219,예닮국수,제주 제주시 외도일동 548-10번지
예래고을_20160620,예래고을,제주 서귀포시 상예동 1763-4번지
예산가마솥장수촌설렁탕_20151223,예산가마솥장수촌설렁탕,제주 제주시 아라일동 6036-2번지 1층
예산가마솥장수촌설렁탕서사라점_20170502,예산가마솥장수촌설렁탕서사라점,제주 제주시 삼도일동 535-11번지 1층
예원이네_20200529,예원이네,제주 서귀포시 안덕면 감산리 359-1번지 1층
예지원_20050427,예지원,제주 서귀포시 중문동 1489-4번지
예향갈비_19961210,예향갈비,제주 서귀포시 서호동 1469-3번지
예향정신제주점_20220106,예향정신제주점,제주 제주시 연동 1533-1번지 1호
옐로우돕_20200309,옐로우돕,제주 제주시 일도이동 380-2번지 1층
옛날깡통_20221011,옛날깡통,제주 제주시 연동 272-53번지
옛날순대_20171010,옛날순대,제주 서귀포시 서홍동 314-25번지 1층
옛날아우내순대_20190425,옛날아우내순대,제주 제주시 애월읍 하귀2리 2626번지 1층
옛날통닭 중문점_20160513,옛날통닭 중문점,제주 서귀포시 중문동 1949-5번지
옛날통닭_20170510,옛날통닭,제주 서귀포시 서귀동 256-44번지 서귀동
옛날통닭_20201005,옛날통닭,제주 서귀포시 법환동 740-3번지 지하1층
옛날홍가네칼국수_19990402,옛날홍가네칼국수,제주 제주시 삼도이동 303-1번지 동양타운 103호
옛못잊어_20120504,옛못잊어,제주 제주시 이도이동 1186-12번지
옛집투_20130416,옛집투,제주 제주시 연동 
오가네전복_20220726,오가네전복,제주 서귀포시 토평동 1284번지
오가다 제주공항점_20190816,오가다 제주공항점,제주 제주시 용담이동 2002번지 용담이동 국내선2층 출발대합실 내
오구삼구민물장어아구찜_20160222,오구삼구민물장어아구찜,제주 서귀포시 남원읍 남원리 92번지
오는정김밥_20180205,오는정김밥,제주 서귀포시 서귀동 254-6번지 1층
오늘도회는뜬다1호점_20170803,오늘도회는뜬다1호점,제주 제주시 조천읍 함덕리 1002-17번지 2층
오늘무지개_20200422,오늘무지개,제주 제주시 아라일동 6106-10번지 1층
오늘와인한잔제주노형점_20200504,오늘와인한잔제주노형점,제주 제주시 노형동 934번지 1동 2층
오늘은 식당_20140127,오늘은 식당,제주 서귀포시 하예동 1829-4번지
오늘은녹차_20201008,오늘은녹차,제주 서귀포시 표선면 성읍리 2197번지 2층
오늘은좋은날_20210128,오늘은좋은날,제주 제주시 외도일동 457-1번지
오늘은춘봉이네_20141007,오늘은춘봉이네,제주 서귀포시 서호동 1476-6번지
오닉스_20200410,오닉스,제주 제주시 노형동 1065-3번지 2층
오돈가_20180221,오돈가,제주 서귀포시 서귀동 154번지 1층
오드씽_20210820,오드씽,제주 제주시 오등동 1074번지 1층
오또도넛_20190628,오또도넛,제주 서귀포시 중문동 1690-4번지
오라_20010425,오라,제주 제주시 연동 505-7번지
