MCT_YM,MCT_NM,name,ADDR,주소1,주소,result
어업회사법인 제주수협유통 주식회사 제주바다만찬 씨_20220602,어업회사법인 제주수협유통제주바다만찬 씨,제주어류양식수산업협동조합,제주 제주시 오라이동 2155-1번지 4층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%98%A4%EB%9D%BC%EC%9D%B4%EB%8F%99%202155-1%EB%B2%88%EC%A7%80%204%EC%B8%B5/place/1142247341?c=15.00,0,0,0,dh&isCorrectAnswer=true",
에그드랍 제주공항점_20220714,에그드랍 제주공항점,,제주 제주시 용담이동 2002번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9A%A9%EB%8B%B4%EC%9D%B4%EB%8F%99%202002%EB%B2%88%EC%A7%80%201%EC%B8%B5?c=15.00,0,0,0,dh",
에이바우트 커피 삼화점_20180822,에이바우트 커피 삼화점,에이바우트커피 삼화점,제주 제주시 화북일동 1069-1번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%ED%99%94%EB%B6%81%EC%9D%BC%EB%8F%99%201069-1%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1407615613?c=15.00,0,0,0,dh&isCorrectAnswer=true",
에이바우트커피 정부종합청사점_20181017,에이바우트커피 정부종합청사점,에이바우트커피 정부종합청사점,제주 제주시 도남동 663-10번지 1층 101호,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%8F%84%EB%82%A8%EB%8F%99%20663-10%EB%B2%88%EC%A7%80%201%EC%B8%B5%20101%ED%98%B8/place/1461030695?c=15.00,0,0,0,dh&isCorrectAnswer=true",
에이바우트커피 화북남문점_20200402,에이바우트커피 화북남문점,런투유 제주 러닝&필라테스,제주 제주시 화북일동 3978-2번지 101호,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%ED%99%94%EB%B6%81%EC%9D%BC%EB%8F%99%203978-2%EB%B2%88%EC%A7%80%20101%ED%98%B8/place/1526911539?c=15.00,0,0,0,dh&isCorrectAnswer=true",
에이바우트커피_20160825,에이바우트커피,에이바우트커피 한라대점,제주 제주시 노형동 3813-9번지 1호 2층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%203813-9%EB%B2%88%EC%A7%80%201%ED%98%B8%202%EC%B8%B5/place/38738467?c=15.00,0,0,0,dh&isCorrectAnswer=true",
에이바우트커피구남점_20191216,에이바우트커피구남점,한양고깃집 제주아라점,제주 제주시 아라일동 6035-3번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%84%EB%9D%BC%EC%9D%BC%EB%8F%99%206035-3%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1370031796?c=15.00,0,0,0,dh&isCorrectAnswer=true",
에이바우트커피뷰하귀포구점_20201105,에이바우트커피뷰하귀포구점,에이바우트커피뷰 하귀포구점,"제주 제주시 애월읍 하귀1리 1624-2번지 2,3층",FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%A0%EC%9B%94%EC%9D%8D%20%ED%95%98%EA%B7%801%EB%A6%AC%201624-2%EB%B2%88%EC%A7%80%202,3%EC%B8%B5/place/1247959370?c=15.00,0,0,0,dh&isCorrectAnswer=true",
에이바우트커피서귀포혁신도시점_20180706,에이바우트커피서귀포혁신도시점,에이바우트커피 서귀포 혁신도시점,제주 서귀포시 서호동 1550-10번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%ED%98%B8%EB%8F%99%201550-10%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1453176516?c=15.00,0,0,0,dh&isCorrectAnswer=true",
에이바우트커피시청점_20171129,에이바우트커피시청점,,제주 제주시 이도이동 1179-9번지 지하1-3층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201179-9%EB%B2%88%EC%A7%80%20%EC%A7%80%ED%95%981-3%EC%B8%B5?c=15.00,0,0,0,dh",
에이에이_20210506,에이에이,,제주 제주시 이도이동 1768-22번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201768-22%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
엔제리너스 제주공항T/O_20120926,엔제리너스 제주공항T/O,,제주 제주시 용담이동 2002번지 여객청사,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9A%A9%EB%8B%B4%EC%9D%B4%EB%8F%99%202002%EB%B2%88%EC%A7%80%20%EC%97%AC%EA%B0%9D%EC%B2%AD%EC%82%AC?c=15.00,0,0,0,dh",
여진오메기떡_20151001,여진오메기떡,,제주 제주시 이도일동 1333번지 2층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%BC%EB%8F%99%201333%EB%B2%88%EC%A7%80%202%EC%B8%B5?c=15.00,0,0,0,dh",
역전할머니맥주중문점_20200821,역전할머니맥주중문점,이편한치과의원,제주 서귀포시 중문동 2028-3번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%A4%91%EB%AC%B8%EB%8F%99%202028-3%EB%B2%88%EC%A7%80/place/1720671956?c=15.00,0,0,0,dh&isCorrectAnswer=true",
연동바다장어_20141001,연동바다장어,연동장어,제주 제주시 연동 291-6번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%20291-6%EB%B2%88%EC%A7%80/place/35765158?c=15.00,0,0,0,dh&isCorrectAnswer=true",
연안식당_20200611,연안식당,연안식당 제주연동점,제주 제주시 연동 411-19번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%20411-19%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1106173595?c=15.00,0,0,0,dh&isCorrectAnswer=true",
연정_20180816,연정,인생과삶,제주 제주시 연동 256번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%20256%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/16842544?c=15.00,0,0,0,dh&isCorrectAnswer=true",
영미_20200629,영미,,제주 제주시 일도일동 1066-26번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%BC%EB%8F%99%201066-26%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
"영빈횟집,해변의 집 영빈_20160104","영빈횟집,해변의 집 영빈",엉덩물계곡,제주 서귀포시 서귀동 68-6번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%EA%B7%80%EB%8F%99%2068-6%EB%B2%88%EC%A7%80/place/1372279326?c=15.00,0,0,0,dh&isCorrectAnswer=true",
영천횟집_20140204,영천횟집,제주도 해진횟집 탑동본점,제주 제주시 건입동 1435-2번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EA%B1%B4%EC%9E%85%EB%8F%99%201435-2%EB%B2%88%EC%A7%80/place/11858993?c=15.00,0,0,0,dh&isCorrectAnswer=true",
예산가마솥장수촌설렁탕_20151223,예산가마솥장수촌설렁탕,예산장수촌설렁탕,제주 제주시 아라일동 6036-2번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%84%EB%9D%BC%EC%9D%BC%EB%8F%99%206036-2%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/225673982?c=15.00,0,0,0,dh&isCorrectAnswer=true",
예산가마솥장수촌설렁탕서사라점_20170502,예산가마솥장수촌설렁탕서사라점,,제주 제주시 삼도일동 535-11번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%82%BC%EB%8F%84%EC%9D%BC%EB%8F%99%20535-11%EB%B2%88%EC%A7%80%201%EC%B8%B5?c=15.00,0,0,0,dh",
예지원_20050427,예지원,중문예지원,제주 서귀포시 중문동 1489-4번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%A4%91%EB%AC%B8%EB%8F%99%201489-4%EB%B2%88%EC%A7%80/place/37417478?c=15.00,0,0,0,dh&isCorrectAnswer=true",
옐로우돕_20200309,옐로우돕,,제주 제주시 일도이동 380-2번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%20380-2%EB%B2%88%EC%A7%80%201%EC%B8%B5?c=15.00,0,0,0,dh",
옛날아우내순대_20190425,옛날아우내순대,아베끄,제주 제주시 애월읍 하귀2리 2626번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%A0%EC%9B%94%EC%9D%8D%20%ED%95%98%EA%B7%802%EB%A6%AC%202626%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1191169679?c=15.00,0,0,0,dh&isCorrectAnswer=true",
옛날통닭_20170510,옛날통닭,먹고가게,제주 서귀포시 서귀동 256-44번지 서귀동,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%EA%B7%80%EB%8F%99%20256-44%EB%B2%88%EC%A7%80%20%EC%84%9C%EA%B7%80%EB%8F%99/place/1144278441?c=15.00,0,0,0,dh&isCorrectAnswer=true",
옛날통닭_20201005,옛날통닭,옛날통닭,제주 서귀포시 법환동 740-3번지 지하1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%B2%95%ED%99%98%EB%8F%99%20740-3%EB%B2%88%EC%A7%80%20%EC%A7%80%ED%95%981%EC%B8%B5/place/1083404676?c=15.00,0,0,0,dh&isCorrectAnswer=true",
옛못잊어_20120504,옛못잊어,,제주 제주시 이도이동 1186-12번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201186-12%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
옛집투_20130416,옛집투,연정식당,제주 제주시 연동 ,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%20/place/16834960?c=12.00,0,0,0,dh&isCorrectAnswer=true",
오구삼구민물장어아구찜_20160222,오구삼구민물장어아구찜,포항아구찜,제주 서귀포시 남원읍 남원리 92번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%82%A8%EC%9B%90%EC%9D%8D%20%EB%82%A8%EC%9B%90%EB%A6%AC%2092%EB%B2%88%EC%A7%80/place/258798484?c=15.00,0,0,0,dh&isCorrectAnswer=true",
오늘도회는뜬다1호점_20170803,오늘도회는뜬다1호점,바닷골 제주함덕본점,제주 제주시 조천읍 함덕리 1002-17번지 2층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%A1%B0%EC%B2%9C%EC%9D%8D%20%ED%95%A8%EB%8D%95%EB%A6%AC%201002-17%EB%B2%88%EC%A7%80%202%EC%B8%B5/place/1099616634?c=15.00,0,0,0,dh&isCorrectAnswer=true",
오늘무지개_20200422,오늘무지개,무지개,제주 제주시 아라일동 6106-10번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%84%EB%9D%BC%EC%9D%BC%EB%8F%99%206106-10%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1419477630?c=15.00,0,0,0,dh&isCorrectAnswer=true",
오늘와인한잔제주노형점_20200504,오늘와인한잔제주노형점,제주등뼈가 노형본점,제주 제주시 노형동 934번지 1동 2층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%20934%EB%B2%88%EC%A7%80%201%EB%8F%99%202%EC%B8%B5/place/1907313256?c=15.00,0,0,0,dh&isCorrectAnswer=true",
오닉스_20200410,오닉스,유쾌육회 노형본점,제주 제주시 노형동 1065-3번지 2층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%201065-3%EB%B2%88%EC%A7%80%202%EC%B8%B5/place/31809541?c=15.00,0,0,0,dh&isCorrectAnswer=true",
오돈가_20180221,오돈가,오돈가,제주 서귀포시 서귀동 154번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%EA%B7%80%EB%8F%99%20154%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1243094217?c=15.00,0,0,0,dh&isCorrectAnswer=true",
오라_20010425,오라,오라토종닭,제주 제주시 연동 505-7번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%20505-7%EB%B2%88%EC%A7%80/place/16829941?c=15.00,0,0,0,dh&isCorrectAnswer=true",
오래된미래_20181122,오래된미래,비자림국수집,제주 제주시 구좌읍 평대리 3163-3번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EA%B5%AC%EC%A2%8C%EC%9D%8D%20%ED%8F%89%EB%8C%80%EB%A6%AC%203163-3%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1173398209?c=15.00,0,0,0,dh&isCorrectAnswer=true",
오멍가멍흑돼지 제주공항점_20180510,오멍가멍흑돼지 제주공항점,혁진2차빌라,제주 제주시 이호이동 1072번지 이호이동,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%ED%98%B8%EC%9D%B4%EB%8F%99%201072%EB%B2%88%EC%A7%80%20%EC%9D%B4%ED%98%B8%EC%9D%B4%EB%8F%99/place/17006010?c=15.00,0,0,0,dh&isCorrectAnswer=true",
오알엔_20210401,오알엔,오른,제주 서귀포시 성산읍 오조리 394번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%B1%EC%82%B0%EC%9D%8D%20%EC%98%A4%EC%A1%B0%EB%A6%AC%20394%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1470713685?c=15.00,0,0,0,dh&isCorrectAnswer=true",
오오야마109_20221202,오오야마109,,제주 제주시 이도이동 1179-22번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201179-22%EB%B2%88%EC%A7%80%201%EC%B8%B5?c=15.00,0,0,0,dh",
옥돔식당_20020618,옥돔식당,옥돔식당,제주 서귀포시 대정읍 하모리 1067-23번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%8C%80%EC%A0%95%EC%9D%8D%20%ED%95%98%EB%AA%A8%EB%A6%AC%201067-23%EB%B2%88%EC%A7%80/place/13444912?c=15.00,0,0,0,dh&isCorrectAnswer=true",
온오프_20201224,온오프,온오프,제주 제주시 우도면 연평리 690번지 1층 102호,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9A%B0%EB%8F%84%EB%A9%B4%20%EC%97%B0%ED%8F%89%EB%A6%AC%20690%EB%B2%88%EC%A7%80%201%EC%B8%B5%20102%ED%98%B8/place/1894902699?c=15.00,0,0,0,dh&isCorrectAnswer=true",
온정숯불구이_20220419,온정숯불구이,온정갈비,제주 서귀포시 동홍동 497-3번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%8F%99%ED%99%8D%EB%8F%99%20497-3%EB%B2%88%EC%A7%80/place/1695276265?c=15.00,0,0,0,dh&isCorrectAnswer=true",
올해도풍년_20130823,올해도풍년,풍년순대국밥,제주 제주시 한림읍 한림리 1314-67번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%ED%95%9C%EB%A6%BC%EC%9D%8D%20%ED%95%9C%EB%A6%BC%EB%A6%AC%201314-67%EB%B2%88%EC%A7%80/place/1340005175?c=15.00,0,0,0,dh&isCorrectAnswer=true",
와이엘_20210420,와이엘,,제주 제주시 이도이동 1766-18번지 1층 제1호,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201766-18%EB%B2%88%EC%A7%80%201%EC%B8%B5%20%EC%A0%9C1%ED%98%B8?c=15.00,0,0,0,dh",
왕서방_20141027,왕서방,애월 왕서방,제주 제주시 애월읍 신엄리 757-2번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%A0%EC%9B%94%EC%9D%8D%20%EC%8B%A0%EC%97%84%EB%A6%AC%20757-2%EB%B2%88%EC%A7%80/place/1313072100?c=15.00,0,0,0,dh&isCorrectAnswer=true",
외도식당_20170731,외도식당,외도식당,제주 제주시 외도이동 235-6번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%99%B8%EB%8F%84%EC%9D%B4%EB%8F%99%20235-6%EB%B2%88%EC%A7%80/place/16808181?c=15.00,0,0,0,dh&isCorrectAnswer=true",
용소담_20211027,용소담,,제주 제주시 용담이동 443번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9A%A9%EB%8B%B4%EC%9D%B4%EB%8F%99%20443%EB%B2%88%EC%A7%80%201%EC%B8%B5?c=15.00,0,0,0,dh",
용연보말칼국수_20201207,용연보말칼국수,,제주 제주시 용담이동 440번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9A%A9%EB%8B%B4%EC%9D%B4%EB%8F%99%20440%EB%B2%88%EC%A7%80%201%EC%B8%B5?c=15.00,0,0,0,dh",
용팔이막창시청점_20160128,용팔이막창시청점,,제주 제주시 이도이동 1767-35번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201767-35%EB%B2%88%EC%A7%80%201%EC%B8%B5?c=15.00,0,0,0,dh",
우람한돈 정육식당_20190528,우람한돈 정육식당,삼형제민재민형민준이네,제주 제주시 도련일동 1650-3번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%8F%84%EB%A0%A8%EC%9D%BC%EB%8F%99%201650-3%EB%B2%88%EC%A7%80/place/40714927?c=15.00,0,0,0,dh&isCorrectAnswer=true",
우리두리_20140225,우리두리,우리두리,제주 제주시 구좌읍 김녕리 1202-1번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EA%B5%AC%EC%A2%8C%EC%9D%8D%20%EA%B9%80%EB%85%95%EB%A6%AC%201202-1%EB%B2%88%EC%A7%80/place/35579098?c=15.00,0,0,0,dh&isCorrectAnswer=true",
우리집_20070223,우리집,우리집,제주 제주시 한림읍 귀덕리 3133-1번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%ED%95%9C%EB%A6%BC%EC%9D%8D%20%EA%B7%80%EB%8D%95%EB%A6%AC%203133-1%EB%B2%88%EC%A7%80/place/12046079?c=15.00,0,0,0,dh&isCorrectAnswer=true",
우원_20030917,우원,,제주 제주시 일도이동 48-8번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%2048-8%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
우정_20140514,우정,우정해장국,제주 제주시 한림읍 한림리 951-9번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%ED%95%9C%EB%A6%BC%EC%9D%8D%20%ED%95%9C%EB%A6%BC%EB%A6%AC%20951-9%EB%B2%88%EC%A7%80/place/35627952?c=15.00,0,0,0,dh&isCorrectAnswer=true",
"우정골프연습장, 투썸플레이스제주오라우정점_20210830","우정골프연습장, 투썸플레이스제주오라우정점",우정골프연습장,제주 제주시 오라이동 3300번지 2층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%98%A4%EB%9D%BC%EC%9D%B4%EB%8F%99%203300%EB%B2%88%EC%A7%80%202%EC%B8%B5/place/16998536?c=15.00,0,0,0,dh&isCorrectAnswer=true",
우정회관_20090929,우정회관,대진횟집1호점,제주 제주시 건입동 1319-31번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EA%B1%B4%EC%9E%85%EB%8F%99%201319-31%EB%B2%88%EC%A7%80/place/21220012?c=15.00,0,0,0,dh&isCorrectAnswer=true",
운산_20120724,운산,,제주 제주시 삼도이동 1113-1번지 운산,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%82%BC%EB%8F%84%EC%9D%B4%EB%8F%99%201113-1%EB%B2%88%EC%A7%80%20%EC%9A%B4%EC%82%B0?c=15.00,0,0,0,dh",
울돌_20111024,울돌,,제주 제주시 이도이동 1186-15번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201186-15%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
원조제원깡통숯불구이_20220701,원조제원깡통숯불구이,평화시장,제주 제주시 연동 261-64번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%20261-64%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1892787087?c=15.00,0,0,0,dh&isCorrectAnswer=true",
월정항아리갈치구제주해물통_20210510,월정항아리갈치구제주해물통,월정항아리 갈치,제주 제주시 조천읍 북촌리 362번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%A1%B0%EC%B2%9C%EC%9D%8D%20%EB%B6%81%EC%B4%8C%EB%A6%AC%20362%EB%B2%88%EC%A7%80/place/1630967492?c=15.00,0,0,0,dh&isCorrectAnswer=true",
월평식당_20210120,월평식당,월평기사식당,제주 제주시 월평동 1035번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9B%94%ED%8F%89%EB%8F%99%201035%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1480419085?c=15.00,0,0,0,dh&isCorrectAnswer=true",
웨이브메이커컴퍼니 주식회사_20210916,웨이브메이커컴퍼니,오오치,제주 제주시 아라이동 3013-8번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%84%EB%9D%BC%EC%9D%B4%EB%8F%99%203013-8%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1768133428?c=15.00,0,0,0,dh&isCorrectAnswer=true",
유달식당_20020118,유달식당,유달식당,제주 서귀포시 하효동 314번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%ED%95%98%ED%9A%A8%EB%8F%99%20314%EB%B2%88%EC%A7%80/place/16921328?c=15.00,0,0,0,dh&isCorrectAnswer=true",
유동커피_20130904,유동커피,유동커피,제주 서귀포시 서귀동 581-4번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%EA%B7%80%EB%8F%99%20581-4%EB%B2%88%EC%A7%80/place/33225737?c=15.00,0,0,0,dh&isCorrectAnswer=true",
